      #Energy        TDOS
     -14.47261      26.63000
     -14.46161      30.25000
     -14.45061      33.85000
     -14.43961      37.81000
     -14.42761      42.61000
     -14.41661      48.26000
     -14.40561      54.13000
     -14.39461      58.94000
     -14.38361      61.23000
     -14.37261      59.94000
     -14.36161      54.82000
     -14.35061      46.56000
     -14.33861      36.59000
     -14.32761      26.54000
     -14.31661      17.80000
     -14.30561      11.22000
     -14.29461       7.10500
     -14.28361       5.39500
     -14.27261       5.94100
     -14.26161       8.62100
     -14.24961      13.33000
     -14.23861      19.86000
     -14.22761      27.75000
     -14.21661      36.28000
     -14.20561      44.46000
     -14.19461      51.24000
     -14.18361      55.65000
     -14.17261      57.05000
     -14.16061      55.42000
     -14.14961      51.53000
     -14.13861      46.89000
     -14.12761      43.41000
     -14.11661      42.74000
     -14.10561      45.63000
     -14.09461      51.64000
     -14.08361      59.22000
     -14.07161      66.31000
     -14.06061      71.03000
     -14.04961      72.24000
     -14.03861      69.82000
     -14.02761      64.55000
     -14.01661      57.82000
     -14.00561      51.30000
     -13.99461      46.62000
     -13.98361      45.01000
     -13.97161      47.01000
     -13.96061      52.13000
     -13.94961      59.02000
